Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CIZN,Citizens Holding Company,21.72,$106.53M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cizn
CTXS,"Citrix Systems, Inc.",104.9,$14.14B,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs
CHCO,City Holding Company,73.15,$1.21B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chco
CIVB,"Civista Bancshares, Inc. ",19.01,$292.78M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civb
CIVBP,"Civista Bancshares, Inc. ",61.38,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civbp
CLAR,Clarus Corporation,11,$342.17M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/clar
CLNE,Clean Energy Fuels Corp.,1.87,$380.49M,2007,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/clne
CACG,ClearBridge All Cap Growth ETF,29.6,$57.72M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cacg
YLDE,ClearBridge Dividend Strategy ESG ETF,27.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ylde
LRGE,ClearBridge Large Cap Growth ESG ETF,31.6,$3.16M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lrge
CLFD,"Clearfield, Inc.",11.92,$162.65M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clfd
CLRO,"ClearOne, Inc.",1.94,$32.23M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clro
CLSD,"Clearside Biomedical, Inc.",1.22,$39.07M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd
CLIR,ClearSign Combustion Corporation,1.22,$32.53M,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir
CMTA,Clementia Pharmaceuticals Inc.,14.08,$532.4M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmta
CBLI,"Cleveland BioLabs, Inc.",1.39,$15.7M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/cbli
CLVS,"Clovis Oncology, Inc.",25.3,$1.33B,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs
CLPS,CLPS Incorporation,7.42,$102.5M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/clps
CMFN,CM Finance Inc,8.07,$110.1M,2014,n/a,n/a,https://www.nasdaq.com/symbol/cmfn
CMFNL,CM Finance Inc,25.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmfnl
CMSS,CM Seven Star Acquisition Corporation,10.22,$269.02M,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmss
CMSSR,CM Seven Star Acquisition Corporation,0.28,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssr
CMSSU,CM Seven Star Acquisition Corporation,10.65,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssu
CMSSW,CM Seven Star Acquisition Corporation,0.23,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssw
CME,CME Group Inc.,181.54,$64.95B,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme
CCNE,CNB Financial Corporation,25.78,$393.08M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne
CCB,Coastal Financial Corporation,15.27,$181.61M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/ccb
COKE,"Coca-Cola Consolidated, Inc.",220,$2.06B,1972,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke
COCP,"Cocrystal Pharma, Inc.",2.75,$82.29M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp
CODA,"Coda Octopus Group, Inc.",5.91,$61.56M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/coda
CDXS,"Codexis, Inc.",19.54,$1.06B,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs
CODX,"Co-Diagnostics, Inc.",1.32,$17.05M,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/codx
CVLY,"Codorus Valley Bancorp, Inc",22.38,$200.45M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",7.29,$40.6M,2005,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Holdings, Inc.",49.23,$2.29B,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi
CGNX,Cognex Corporation,46.49,$8.01B,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,71.29,$41.28B,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh
CWBR,"CohBar, Inc.",3.34,$142.14M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr
COHR,"Coherent, Inc.",122.9,$2.99B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr
CHRS,"Coherus BioSciences, Inc.",14.55,$989.76M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs
COHU,"Cohu, Inc.",17.62,$717.14M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu
CLCT,"Collectors Universe, Inc.",13.77,$124.76M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct
COLL,"Collegium Pharmaceutical, Inc.",15.72,$522.65M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/coll
CIGI,Colliers International Group Inc. ,65.5,$2.48B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi
CLGN,"CollPlant Holdings, Ltd.",6,$22.86M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/clgn
CBAN,"Colony Bankcorp, Inc.",15.75,$133.01M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cban
COLB,"Columbia Banking System, Inc.",37.26,$2.73B,1992,Finance,Major Banks,https://www.nasdaq.com/symbol/colb
CLBK,"Columbia Financial, Inc.",15.5,$1.8B,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/clbk
COLM,Columbia Sportswear Company,91.15,$6.29B,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm
CMCO,Columbus McKinnon Corporation,35.28,$823.96M,1996,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco
CMCSA,Comcast Corporation,36.77,$166.42B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa
CCNI,"Command Center, Inc.",4.1,$19.33M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/ccni
CBSH,"Commerce Bancshares, Inc.",60.6,$6.75B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",26.2,$2.4B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp
CVGI,"Commercial Vehicle Group, Inc.",7.31,$225.85M,2004,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi
COMM,"CommScope Holding Company, Inc.",21.21,$4.08B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm
JCS,"Communications Systems, Inc.",2.46,$22.53M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs
ESXB,Community Bankers Trust Corporation.,7.58,$167.76M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb
CFBI,"Community First Bancshares, Inc.",10.51,$78.63M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi
CTBI,"Community Trust Bancorp, Inc.",41.78,$740.87M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,10.39,$86.03M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc
CVLT,"Commvault Systems, Inc.",67.65,$3.1B,2006,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt
CGEN,Compugen Ltd.,3.45,$197.33M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",26,$366.24M,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",4.18,$59.69M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg
SCOR,"comScore, Inc.",20.31,$1.2B,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/scor
CHCI,"Comstock Holding Companies, Inc.",2.02,$7.75M,2004,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,25.4,$607.21M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl
CNAT,Conatus Pharmaceuticals Inc.,2.2,$72.92M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat
CNCE,"Concert Pharmaceuticals, Inc.",13.98,$327.54M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnce
BBCP,"Concrete Pumping Holdings, Inc. ",8.11,$233.95M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/bbcp
CDOR,"Condor Hospitality Trust, Inc.",8.38,$99.61M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor
CFMS,"ConforMIS, Inc.",0.725,$46.14M,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms
CNFR,"Conifer Holdings, Inc.",4.5622,$39.25M,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr
CNFRL,"Conifer Holdings, Inc.",24.5,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfrl
CNMD,CONMED Corporation,70.25,$1.98B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",68.65,$827.21M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",20.41,$719.92M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob
CONN,"Conn&#39;s, Inc.",20.85,$661.53M,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",10.81,$770.22M,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,13.32,$199.32M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco
CNAC,Constellation Alpha Capital Corp.,10.29,$190.67M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnac
CNACR,Constellation Alpha Capital Corp.,0.1399,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacr
CNACU,Constellation Alpha Capital Corp.,10.35,$191.79M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacu
CNACW,Constellation Alpha Capital Corp.,0.07,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacw
CNST,"Constellation Pharmaceuticals, Inc.",8.78,$226.39M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnst
ROAD,"Construction Partners, Inc.",11.48,$590.24M,2018,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/road
CPSS,"Consumer Portfolio Services, Inc.",3.89,$87.87M,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,0.4938,$39.21M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc.,0.3112,$5.09M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,21.23,$567.02M,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl
AWSM,Cool Holdings Inc.,2.62,$20.42M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/awsm
CPRT,"Copart, Inc.",51.53,$12.06B,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",7.69,$440.23M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,10.2,$1.18B,1982,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort
CORE,"Core-Mark Holding Company, Inc.",28.33,$1.29B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core
CSOD,"Cornerstone OnDemand, Inc.",58.8,$3.45B,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod
CORV,Correvio Pharma Corp.,3.37,$122.11M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv
CRVL,CorVel Corp.,62.61,$1.17B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",4.16,$121.81M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs
CSGP,"CoStar Group, Inc.",398.48,$14.51B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,211.18,$93.02B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,1.4431,$8.58M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",17.02,$113.98M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk
COUP,Coupa Software Incorporated,92.965,$5.53B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup
CVTI,"Covenant Transportation Group, Inc.",23.58,$432.6M,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti
CVETV,"Covetrus, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cvetv
COWN,Cowen Inc.,16.56,$499.68M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown
COWNL,Cowen Inc.,24.94,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownl
COWNZ,Cowen Inc.,25.2195,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz
PMTS,CPI Card Group Inc.,3.15,$35.16M,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.4,$18.48M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",41.59,$336.93M,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",169.31,$4.07B,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",16.39,$317.67M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,23.14,$944.96M,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray
CREX,"Creative Realities, Inc.",2.37,$7.02M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crex
CREXW,"Creative Realities, Inc.",0.518,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crexw
CACC,Credit Acceptance Corporation,426.7,$8.1B,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc
DGLD,Credit Suisse AG,44.01,$16.68M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld
DSLV,Credit Suisse AG,26.048,$27.71M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv
GLDI,Credit Suisse AG,8.76,$36.72M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi
SLVO,Credit Suisse AG,7.02,$24.58M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo
TVIX,Credit Suisse AG,36.87,$334.9M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix
UGLD,Credit Suisse AG,101.06,$138.61M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld
USLV,Credit Suisse AG,78.61,$256.99M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv
USOI,Credit Suisse AG,21.8849,$4.38M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi
VIIX,Credit Suisse AG,14.37,$42.67M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix
ZIV,Credit Suisse AG,70.25,$104.53M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv
CREE,"Cree, Inc.",50.41,$5.2B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree
CRESY,Cresud S.A.C.I.F. y A.,13.88,$995.3M,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy
CRNX,"Crinetics Pharmaceuticals, Inc.",26.63,$640.1M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crnx
CRSP,CRISPR Therapeutics AG,32.58,$1.7B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp
CRTO,Criteo S.A.,25.76,$1.74B,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",27.6,$1.84B,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox
CRON,Cronos Group Inc.,23.25,$4.16B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron
CCRN,"Cross Country Healthcare, Inc.",9.79,$354.89M,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn
CRWS,"Crown Crafts, Inc.",5.89,$59.47M,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws
CYRX,"CryoPort, Inc.",10.43,$315.4M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",6.58,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",36.76,$1.23B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,2.8,$125.57M,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,9.73,$39.11M,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",51.9,$792.56M,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,67.42,$56.93B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,0.9828,$56.99M,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,2.9973,$11.12M,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",33.66,$18.2B,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp
CUE,"Cue Biopharma, Inc.",5.26,$105.9M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue
CUI,"CUI Global, Inc.",1.57,$44.82M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,5.45,$84.63M,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,13.7,$225.83M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",1.22,$40.4M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",14.08,$195.77M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,22.29,$3.13B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,4.36,$28.37M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,3.04,$17.74M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,88.44,$3.15B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,20.89,$147.86M,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.871,$10.89M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",5,$1.68M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,8.92,$530.2M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay
CY,Cypress Semiconductor Corporation,14.66,$5.31B,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,2.78,$149.38M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,54.67,$5.79B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",7.28,$398.3M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",19.08,$858.74M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc.,0.28,$3.7M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx
CYTXZ,Cytori Therapeutics Inc.,0.0027,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxz
